seller_id,item_id,item_name,category,marketplace_price,expected_units_sold,expected_revenue,recommendation_source
S129,I82474,LG 7kg Washing Machine,Home Appliances,147998.61,3940.0,5.831145234E8,company
S129,I51795,Skechers GoWalk,Footwear,144686.37,3960.0,5.729580251999999E8,company
S129,I350504,Levis Denim Jacket,Apparel,142220.12,3974.0,5.6518275688E8,company
S129,I318489,Dell XPS 13 Laptop,Electronics,138631.1,3942.0,5.464837962E8,company
S129,I248794,Dyson Vacuum Cleaner,Home Appliances,137914.86,3953.0,5.451774415799999E8,company
S129,I824500,Dell XPS 13 Laptop,Electronics,89802.625,5969.0,5.36031868625E8,competitor
S129,I639903,Allen Solly Formal Pants,Apparel,88559.64,5989.0,5.3038368396E8,competitor
S129,I128777,Sony WH-1000XM5 Headphones,Electronics,133718.55,3934.0,5.260487756999999E8,company
S130,I682869,H&M Cotton Shirt,Apparel,102045.07500000001,5991.0,6.11352044325E8,competitor
S130,I535008,Dell XPS 13 Laptop,Electronics,147366.43,3968.0,5.8474999424E8,company
S130,I82474,LG 7kg Washing Machine,Home Appliances,147998.61,3940.0,5.831145234E8,company
S130,I51795,Skechers GoWalk,Footwear,144686.37,3960.0,5.729580251999999E8,company
S130,I350504,Levis Denim Jacket,Apparel,142220.12,3974.0,5.6518275688E8,company
S130,I318489,Dell XPS 13 Laptop,Electronics,138631.1,3942.0,5.464837962E8,company
S130,I248794,Dyson Vacuum Cleaner,Home Appliances,137914.86,3953.0,5.451774415799999E8,company
S130,I824500,Dell XPS 13 Laptop,Electronics,89802.625,5969.0,5.36031868625E8,competitor
S130,I639903,Allen Solly Formal Pants,Apparel,88559.64,5989.0,5.3038368396E8,competitor
S130,I128777,Sony WH-1000XM5 Headphones,Electronics,133718.55,3934.0,5.260487756999999E8,company
S131,I682869,H&M Cotton Shirt,Apparel,102045.07500000001,5991.0,6.11352044325E8,competitor
S131,I535008,Dell XPS 13 Laptop,Electronics,147366.43,3968.0,5.8474999424E8,company
S131,I82474,LG 7kg Washing Machine,Home Appliances,147998.61,3940.0,5.831145234E8,company
S131,I51795,Skechers GoWalk,Footwear,144686.37,3960.0,5.729580251999999E8,company
S131,I350504,Levis Denim Jacket,Apparel,142220.12,3974.0,5.6518275688E8,company
S131,I318489,Dell XPS 13 Laptop,Electronics,138631.1,3942.0,5.464837962E8,company
S131,I248794,Dyson Vacuum Cleaner,Home Appliances,137914.86,3953.0,5.451774415799999E8,company
S131,I824500,Dell XPS 13 Laptop,Electronics,89802.625,5969.0,5.36031868625E8,competitor
S131,I639903,Allen Solly Formal Pants,Apparel,88559.64,5989.0,5.3038368396E8,competitor
S131,I128777,Sony WH-1000XM5 Headphones,Electronics,133718.55,3934.0,5.260487756999999E8,company
S132,I682869,H&M Cotton Shirt,Apparel,102045.07500000001,5991.0,6.11352044325E8,competitor
S132,I535008,Dell XPS 13 Laptop,Electronics,147366.43,3968.0,5.8474999424E8,company
S132,I82474,LG 7kg Washing Machine,Home Appliances,147998.61,3940.0,5.831145234E8,company
S132,I51795,Skechers GoWalk,Footwear,144686.37,3960.0,5.729580251999999E8,company
S132,I350504,Levis Denim Jacket,Apparel,142220.12,3974.0,5.6518275688E8,company
S132,I318489,Dell XPS 13 Laptop,Electronics,138631.1,3942.0,5.464837962E8,company
S132,I248794,Dyson Vacuum Cleaner,Home Appliances,137914.86,3953.0,5.451774415799999E8,company
S132,I824500,Dell XPS 13 Laptop,Electronics,89802.625,5969.0,5.36031868625E8,competitor
S132,I639903,Allen Solly Formal Pants,Apparel,88559.64,5989.0,5.3038368396E8,competitor
S132,I128777,Sony WH-1000XM5 Headphones,Electronics,133718.55,3934.0,5.260487756999999E8,company
S133,I682869,H&M Cotton Shirt,Apparel,102045.07500000001,5991.0,6.11352044325E8,competitor
S133,I535008,Dell XPS 13 Laptop,Electronics,147366.43,3968.0,5.8474999424E8,company
S133,I82474,LG 7kg Washing Machine,Home Appliances,147998.61,3940.0,5.831145234E8,company
S133,I51795,Skechers GoWalk,Footwear,144686.37,3960.0,5.729580251999999E8,company
S133,I350504,Levis Denim Jacket,Apparel,142220.12,3974.0,5.6518275688E8,company
S133,I318489,Dell XPS 13 Laptop,Electronics,138631.1,3942.0,5.464837962E8,company
S133,I248794,Dyson Vacuum Cleaner,Home Appliances,137914.86,3953.0,5.451774415799999E8,company
S133,I824500,Dell XPS 13 Laptop,Electronics,89802.625,5969.0,5.36031868625E8,competitor
S133,I639903,Allen Solly Formal Pants,Apparel,88559.64,5989.0,5.3038368396E8,competitor
S133,I128777,Sony WH-1000XM5 Headphones,Electronics,133718.55,3934.0,5.260487756999999E8,company
S134,I682869,H&M Cotton Shirt,Apparel,102045.07500000001,5991.0,6.11352044325E8,competitor
S134,I535008,Dell XPS 13 Laptop,Electronics,147366.43,3968.0,5.8474999424E8,company
S134,I82474,LG 7kg Washing Machine,Home Appliances,147998.61,3940.0,5.831145234E8,company
S134,I51795,Skechers GoWalk,Footwear,144686.37,3960.0,5.729580251999999E8,company
S134,I350504,Levis Denim Jacket,Apparel,142220.12,3974.0,5.6518275688E8,company
S134,I318489,Dell XPS 13 Laptop,Electronics,138631.1,3942.0,5.464837962E8,company
S134,I248794,Dyson Vacuum Cleaner,Home Appliances,137914.86,3953.0,5.451774415799999E8,company
S134,I824500,Dell XPS 13 Laptop,Electronics,89802.625,5969.0,5.36031868625E8,competitor
S134,I639903,Allen Solly Formal Pants,Apparel,88559.64,5989.0,5.3038368396E8,competitor
S134,I128777,Sony WH-1000XM5 Headphones,Electronics,133718.55,3934.0,5.260487756999999E8,company
S135,I682869,H&M Cotton Shirt,Apparel,102045.07500000001,5991.0,6.11352044325E8,competitor
S135,I535008,Dell XPS 13 Laptop,Electronics,147366.43,3968.0,5.8474999424E8,company
S135,I82474,LG 7kg Washing Machine,Home Appliances,147998.61,3940.0,5.831145234E8,company
S135,I51795,Skechers GoWalk,Footwear,144686.37,3960.0,5.729580251999999E8,company
S135,I350504,Levis Denim Jacket,Apparel,142220.12,3974.0,5.6518275688E8,company
S135,I318489,Dell XPS 13 Laptop,Electronics,138631.1,3942.0,5.464837962E8,company
S135,I248794,Dyson Vacuum Cleaner,Home Appliances,137914.86,3953.0,5.451774415799999E8,company
S135,I824500,Dell XPS 13 Laptop,Electronics,89802.625,5969.0,5.36031868625E8,competitor
S135,I639903,Allen Solly Formal Pants,Apparel,88559.64,5989.0,5.3038368396E8,competitor
S135,I128777,Sony WH-1000XM5 Headphones,Electronics,133718.55,3934.0,5.260487756999999E8,company
S136,I682869,H&M Cotton Shirt,Apparel,102045.07500000001,5991.0,6.11352044325E8,competitor
S136,I535008,Dell XPS 13 Laptop,Electronics,147366.43,3968.0,5.8474999424E8,company
S136,I82474,LG 7kg Washing Machine,Home Appliances,147998.61,3940.0,5.831145234E8,company
S136,I51795,Skechers GoWalk,Footwear,144686.37,3960.0,5.729580251999999E8,company
S136,I350504,Levis Denim Jacket,Apparel,142220.12,3974.0,5.6518275688E8,company
S136,I318489,Dell XPS 13 Laptop,Electronics,138631.1,3942.0,5.464837962E8,company
S136,I248794,Dyson Vacuum Cleaner,Home Appliances,137914.86,3953.0,5.451774415799999E8,company
S136,I824500,Dell XPS 13 Laptop,Electronics,89802.625,5969.0,5.36031868625E8,competitor
S136,I128777,Sony WH-1000XM5 Headphones,Electronics,133718.55,3934.0,5.260487756999999E8,company
S136,I837838,Boat Smartwatch,Electronics,132732.63,3961.0,5.2575394743E8,company
S137,I682869,H&M Cotton Shirt,Apparel,102045.07500000001,5991.0,6.11352044325E8,competitor
S137,I535008,Dell XPS 13 Laptop,Electronics,147366.43,3968.0,5.8474999424E8,company
S137,I82474,LG 7kg Washing Machine,Home Appliances,147998.61,3940.0,5.831145234E8,company
S137,I51795,Skechers GoWalk,Footwear,144686.37,3960.0,5.729580251999999E8,company
S137,I350504,Levis Denim Jacket,Apparel,142220.12,3974.0,5.6518275688E8,company
S137,I318489,Dell XPS 13 Laptop,Electronics,138631.1,3942.0,5.464837962E8,company
S137,I248794,Dyson Vacuum Cleaner,Home Appliances,137914.86,3953.0,5.451774415799999E8,company
S137,I824500,Dell XPS 13 Laptop,Electronics,89802.625,5969.0,5.36031868625E8,competitor
S137,I639903,Allen Solly Formal Pants,Apparel,88559.64,5989.0,5.3038368396E8,competitor
S137,I128777,Sony WH-1000XM5 Headphones,Electronics,133718.55,3934.0,5.260487756999999E8,company
S138,I682869,H&M Cotton Shirt,Apparel,102045.07500000001,5991.0,6.11352044325E8,competitor
S138,I535008,Dell XPS 13 Laptop,Electronics,147366.43,3968.0,5.8474999424E8,company
S138,I82474,LG 7kg Washing Machine,Home Appliances,147998.61,3940.0,5.831145234E8,company
S138,I51795,Skechers GoWalk,Footwear,144686.37,3960.0,5.729580251999999E8,company
S138,I318489,Dell XPS 13 Laptop,Electronics,138631.1,3942.0,5.464837962E8,company
S138,I248794,Dyson Vacuum Cleaner,Home Appliances,137914.86,3953.0,5.451774415799999E8,company
S138,I824500,Dell XPS 13 Laptop,Electronics,89802.625,5969.0,5.36031868625E8,competitor
S138,I639903,Allen Solly Formal Pants,Apparel,88559.64,5989.0,5.3038368396E8,competitor
S138,I128777,Sony WH-1000XM5 Headphones,Electronics,133718.55,3934.0,5.260487756999999E8,company
S138,I837838,Boat Smartwatch,Electronics,132732.63,3961.0,5.2575394743E8,company
S139,I682869,H&M Cotton Shirt,Apparel,102045.07500000001,5991.0,6.11352044325E8,competitor
S139,I535008,Dell XPS 13 Laptop,Electronics,147366.43,3968.0,5.8474999424E8,company
S139,I82474,LG 7kg Washing Machine,Home Appliances,147998.61,3940.0,5.831145234E8,company
S139,I51795,Skechers GoWalk,Footwear,144686.37,3960.0,5.729580251999999E8,company
S139,I350504,Levis Denim Jacket,Apparel,142220.12,3974.0,5.6518275688E8,company
S139,I318489,Dell XPS 13 Laptop,Electronics,138631.1,3942.0,5.464837962E8,company
S139,I248794,Dyson Vacuum Cleaner,Home Appliances,137914.86,3953.0,5.451774415799999E8,company
S139,I824500,Dell XPS 13 Laptop,Electronics,89802.625,5969.0,5.36031868625E8,competitor
S139,I639903,Allen Solly Formal Pants,Apparel,88559.64,5989.0,5.3038368396E8,competitor
S139,I128777,Sony WH-1000XM5 Headphones,Electronics,133718.55,3934.0,5.260487756999999E8,company
S140,I682869,H&M Cotton Shirt,Apparel,102045.07500000001,5991.0,6.11352044325E8,competitor
S140,I82474,LG 7kg Washing Machine,Home Appliances,147998.61,3940.0,5.831145234E8,company
S140,I51795,Skechers GoWalk,Footwear,144686.37,3960.0,5.729580251999999E8,company
S140,I350504,Levis Denim Jacket,Apparel,142220.12,3974.0,5.6518275688E8,company
S140,I318489,Dell XPS 13 Laptop,Electronics,138631.1,3942.0,5.464837962E8,company
S140,I248794,Dyson Vacuum Cleaner,Home Appliances,137914.86,3953.0,5.451774415799999E8,company
S140,I824500,Dell XPS 13 Laptop,Electronics,89802.625,5969.0,5.36031868625E8,competitor
S140,I639903,Allen Solly Formal Pants,Apparel,88559.64,5989.0,5.3038368396E8,competitor
S140,I128777,Sony WH-1000XM5 Headphones,Electronics,133718.55,3934.0,5.260487756999999E8,company
S140,I837838,Boat Smartwatch,Electronics,132732.63,3961.0,5.2575394743E8,company
S141,I682869,H&M Cotton Shirt,Apparel,102045.07500000001,5991.0,6.11352044325E8,competitor
S141,I535008,Dell XPS 13 Laptop,Electronics,147366.43,3968.0,5.8474999424E8,company
S141,I82474,LG 7kg Washing Machine,Home Appliances,147998.61,3940.0,5.831145234E8,company
S141,I51795,Skechers GoWalk,Footwear,144686.37,3960.0,5.729580251999999E8,company
S141,I350504,Levis Denim Jacket,Apparel,142220.12,3974.0,5.6518275688E8,company
S141,I318489,Dell XPS 13 Laptop,Electronics,138631.1,3942.0,5.464837962E8,company
S141,I248794,Dyson Vacuum Cleaner,Home Appliances,137914.86,3953.0,5.451774415799999E8,company
S141,I824500,Dell XPS 13 Laptop,Electronics,89802.625,5969.0,5.36031868625E8,competitor
S141,I639903,Allen Solly Formal Pants,Apparel,88559.64,5989.0,5.3038368396E8,competitor
S141,I128777,Sony WH-1000XM5 Headphones,Electronics,133718.55,3934.0,5.260487756999999E8,company
S142,I682869,H&M Cotton Shirt,Apparel,102045.07500000001,5991.0,6.11352044325E8,competitor
S142,I535008,Dell XPS 13 Laptop,Electronics,147366.43,3968.0,5.8474999424E8,company
S142,I82474,LG 7kg Washing Machine,Home Appliances,147998.61,3940.0,5.831145234E8,company
S142,I51795,Skechers GoWalk,Footwear,144686.37,3960.0,5.729580251999999E8,company
S142,I350504,Levis Denim Jacket,Apparel,142220.12,3974.0,5.6518275688E8,company
S142,I318489,Dell XPS 13 Laptop,Electronics,138631.1,3942.0,5.464837962E8,company
S142,I248794,Dyson Vacuum Cleaner,Home Appliances,137914.86,3953.0,5.451774415799999E8,company
S142,I824500,Dell XPS 13 Laptop,Electronics,89802.625,5969.0,5.36031868625E8,competitor
S142,I639903,Allen Solly Formal Pants,Apparel,88559.64,5989.0,5.3038368396E8,competitor
S142,I128777,Sony WH-1000XM5 Headphones,Electronics,133718.55,3934.0,5.260487756999999E8,company
S143,I682869,H&M Cotton Shirt,Apparel,102045.07500000001,5991.0,6.11352044325E8,competitor
S143,I535008,Dell XPS 13 Laptop,Electronics,147366.43,3968.0,5.8474999424E8,company
S143,I82474,LG 7kg Washing Machine,Home Appliances,147998.61,3940.0,5.831145234E8,company
S143,I51795,Skechers GoWalk,Footwear,144686.37,3960.0,5.729580251999999E8,company
S143,I350504,Levis Denim Jacket,Apparel,142220.12,3974.0,5.6518275688E8,company
S143,I318489,Dell XPS 13 Laptop,Electronics,138631.1,3942.0,5.464837962E8,company
S143,I248794,Dyson Vacuum Cleaner,Home Appliances,137914.86,3953.0,5.451774415799999E8,company
S143,I639903,Allen Solly Formal Pants,Apparel,88559.64,5989.0,5.3038368396E8,competitor
S143,I128777,Sony WH-1000XM5 Headphones,Electronics,133718.55,3934.0,5.260487756999999E8,company
S143,I837838,Boat Smartwatch,Electronics,132732.63,3961.0,5.2575394743E8,company
S144,I682869,H&M Cotton Shirt,Apparel,102045.07500000001,5991.0,6.11352044325E8,competitor
S144,I535008,Dell XPS 13 Laptop,Electronics,147366.43,3968.0,5.8474999424E8,company
S144,I82474,LG 7kg Washing Machine,Home Appliances,147998.61,3940.0,5.831145234E8,company
S144,I51795,Skechers GoWalk,Footwear,144686.37,3960.0,5.729580251999999E8,company
S144,I350504,Levis Denim Jacket,Apparel,142220.12,3974.0,5.6518275688E8,company
S144,I318489,Dell XPS 13 Laptop,Electronics,138631.1,3942.0,5.464837962E8,company
S144,I248794,Dyson Vacuum Cleaner,Home Appliances,137914.86,3953.0,5.451774415799999E8,company
S144,I824500,Dell XPS 13 Laptop,Electronics,89802.625,5969.0,5.36031868625E8,competitor
S144,I639903,Allen Solly Formal Pants,Apparel,88559.64,5989.0,5.3038368396E8,competitor
S144,I128777,Sony WH-1000XM5 Headphones,Electronics,133718.55,3934.0,5.260487756999999E8,company
S145,I682869,H&M Cotton Shirt,Apparel,102045.07500000001,5991.0,6.11352044325E8,competitor
S145,I535008,Dell XPS 13 Laptop,Electronics,147366.43,3968.0,5.8474999424E8,company
S145,I82474,LG 7kg Washing Machine,Home Appliances,147998.61,3940.0,5.831145234E8,company
S145,I51795,Skechers GoWalk,Footwear,144686.37,3960.0,5.729580251999999E8,company
S145,I350504,Levis Denim Jacket,Apparel,142220.12,3974.0,5.6518275688E8,company
S145,I318489,Dell XPS 13 Laptop,Electronics,138631.1,3942.0,5.464837962E8,company
S145,I248794,Dyson Vacuum Cleaner,Home Appliances,137914.86,3953.0,5.451774415799999E8,company
S145,I824500,Dell XPS 13 Laptop,Electronics,89802.625,5969.0,5.36031868625E8,competitor
S145,I639903,Allen Solly Formal Pants,Apparel,88559.64,5989.0,5.3038368396E8,competitor
S145,I128777,Sony WH-1000XM5 Headphones,Electronics,133718.55,3934.0,5.260487756999999E8,company
S146,I682869,H&M Cotton Shirt,Apparel,102045.07500000001,5991.0,6.11352044325E8,competitor
S146,I535008,Dell XPS 13 Laptop,Electronics,147366.43,3968.0,5.8474999424E8,company
S146,I51795,Skechers GoWalk,Footwear,144686.37,3960.0,5.729580251999999E8,company
S146,I350504,Levis Denim Jacket,Apparel,142220.12,3974.0,5.6518275688E8,company
S146,I318489,Dell XPS 13 Laptop,Electronics,138631.1,3942.0,5.464837962E8,company
S146,I248794,Dyson Vacuum Cleaner,Home Appliances,137914.86,3953.0,5.451774415799999E8,company
S146,I824500,Dell XPS 13 Laptop,Electronics,89802.625,5969.0,5.36031868625E8,competitor
S146,I639903,Allen Solly Formal Pants,Apparel,88559.64,5989.0,5.3038368396E8,competitor
S146,I128777,Sony WH-1000XM5 Headphones,Electronics,133718.55,3934.0,5.260487756999999E8,company
S146,I837838,Boat Smartwatch,Electronics,132732.63,3961.0,5.2575394743E8,company
S147,I682869,H&M Cotton Shirt,Apparel,102045.07500000001,5991.0,6.11352044325E8,competitor
S147,I535008,Dell XPS 13 Laptop,Electronics,147366.43,3968.0,5.8474999424E8,company
S147,I82474,LG 7kg Washing Machine,Home Appliances,147998.61,3940.0,5.831145234E8,company
S147,I51795,Skechers GoWalk,Footwear,144686.37,3960.0,5.729580251999999E8,company
S147,I350504,Levis Denim Jacket,Apparel,142220.12,3974.0,5.6518275688E8,company
S147,I318489,Dell XPS 13 Laptop,Electronics,138631.1,3942.0,5.464837962E8,company
S147,I248794,Dyson Vacuum Cleaner,Home Appliances,137914.86,3953.0,5.451774415799999E8,company
S147,I824500,Dell XPS 13 Laptop,Electronics,89802.625,5969.0,5.36031868625E8,competitor
S147,I639903,Allen Solly Formal Pants,Apparel,88559.64,5989.0,5.3038368396E8,competitor
S147,I128777,Sony WH-1000XM5 Headphones,Electronics,133718.55,3934.0,5.260487756999999E8,company
S148,I682869,H&M Cotton Shirt,Apparel,102045.07500000001,5991.0,6.11352044325E8,competitor
S148,I535008,Dell XPS 13 Laptop,Electronics,147366.43,3968.0,5.8474999424E8,company
S148,I82474,LG 7kg Washing Machine,Home Appliances,147998.61,3940.0,5.831145234E8,company
S148,I51795,Skechers GoWalk,Footwear,144686.37,3960.0,5.729580251999999E8,company
S148,I350504,Levis Denim Jacket,Apparel,142220.12,3974.0,5.6518275688E8,company
S148,I318489,Dell XPS 13 Laptop,Electronics,138631.1,3942.0,5.464837962E8,company
S148,I248794,Dyson Vacuum Cleaner,Home Appliances,137914.86,3953.0,5.451774415799999E8,company
S148,I824500,Dell XPS 13 Laptop,Electronics,89802.625,5969.0,5.36031868625E8,competitor
S148,I639903,Allen Solly Formal Pants,Apparel,88559.64,5989.0,5.3038368396E8,competitor
S148,I128777,Sony WH-1000XM5 Headphones,Electronics,133718.55,3934.0,5.260487756999999E8,company
S149,I682869,H&M Cotton Shirt,Apparel,102045.07500000001,5991.0,6.11352044325E8,competitor
S149,I535008,Dell XPS 13 Laptop,Electronics,147366.43,3968.0,5.8474999424E8,company
S149,I82474,LG 7kg Washing Machine,Home Appliances,147998.61,3940.0,5.831145234E8,company
S149,I350504,Levis Denim Jacket,Apparel,142220.12,3974.0,5.6518275688E8,company
S149,I318489,Dell XPS 13 Laptop,Electronics,138631.1,3942.0,5.464837962E8,company
S149,I248794,Dyson Vacuum Cleaner,Home Appliances,137914.86,3953.0,5.451774415799999E8,company
S149,I824500,Dell XPS 13 Laptop,Electronics,89802.625,5969.0,5.36031868625E8,competitor
S149,I639903,Allen Solly Formal Pants,Apparel,88559.64,5989.0,5.3038368396E8,competitor
S149,I128777,Sony WH-1000XM5 Headphones,Electronics,133718.55,3934.0,5.260487756999999E8,company
S149,I837838,Boat Smartwatch,Electronics,132732.63,3961.0,5.2575394743E8,company
S150,I682869,H&M Cotton Shirt,Apparel,102045.07500000001,5991.0,6.11352044325E8,competitor
S150,I535008,Dell XPS 13 Laptop,Electronics,147366.43,3968.0,5.8474999424E8,company
S150,I82474,LG 7kg Washing Machine,Home Appliances,147998.61,3940.0,5.831145234E8,company
S150,I51795,Skechers GoWalk,Footwear,144686.37,3960.0,5.729580251999999E8,company
S150,I350504,Levis Denim Jacket,Apparel,142220.12,3974.0,5.6518275688E8,company
S150,I318489,Dell XPS 13 Laptop,Electronics,138631.1,3942.0,5.464837962E8,company
S150,I248794,Dyson Vacuum Cleaner,Home Appliances,137914.86,3953.0,5.451774415799999E8,company
S150,I824500,Dell XPS 13 Laptop,Electronics,89802.625,5969.0,5.36031868625E8,competitor
S150,I639903,Allen Solly Formal Pants,Apparel,88559.64,5989.0,5.3038368396E8,competitor
S150,I128777,Sony WH-1000XM5 Headphones,Electronics,133718.55,3934.0,5.260487756999999E8,company
